Group;Key;Text;codeEL;codeNT;codePython;codePRT
Market 2. RSI;sprd1RSI2Above60;RSI(2)[0] >= 60;rsi(Close,2)[0]data3 >= 60;RSI(Closes[2],2,3)[0] >= 60;talib.RSI(C2,2)[-1] >= 60;
Market 2. RSI;sprd1RSI2Above70;RSI(2)[0] >= 70;rsi(Close,2)[0]data3 >= 70;RSI(Closes[2],2,3)[0] >= 70;talib.RSI(C2,2)[-1] >= 70;
Market 2. RSI;sprd1RSI2Above80;RSI(2)[0] >= 80;rsi(Close,2)[0]data3 >= 80;RSI(Closes[2],2,3)[0] >= 80;talib.RSI(C2,2)[-1] >= 80;
Market 2. RSI;sprd1RSI2Above90;RSI(2)[0] >= 90;rsi(Close,2)[0]data3 >= 90;RSI(Closes[2],2,3)[0] >= 90;talib.RSI(C2,2)[-1] >= 90;
Market 2. RSI;sprd1RSI2Below10;RSI(2)[0] <= 10;rsi(Close,2)[0]data3 <= 10;RSI(Closes[2],2,3)[0] <= 10;talib.RSI(C2,2)[-1] <= 10;
Market 2. RSI;sprd1RSI2Below20;RSI(2)[0] <= 20;rsi(Close,2)[0]data3 <= 20;RSI(Closes[2],2,3)[0] <= 20;talib.RSI(C2,2)[-1] <= 20;
Market 2. RSI;sprd1RSI2Below30;RSI(2)[0] <= 30;rsi(Close,2)[0]data3 <= 30;RSI(Closes[2],2,3)[0] <= 30;talib.RSI(C2,2)[-1] <= 30;
Market 2. RSI;sprd1RSI2Below40;RSI(2)[0] <= 40;rsi(Close,2)[0]data3 <= 40;RSI(Closes[2],2,3)[0] <= 40;talib.RSI(C2,2)[-1] <= 40;
Market 2. RSI;sprd1RSI2Below50;RSI(2)[0] <= 50;rsi(Close,2)[0]data3 <= 50;RSI(Closes[2],2,3)[0] <= 50;talib.RSI(C2,2)[-1] <= 50;
Market 2. RSI;sprd1RSI2Below60;RSI(2)[0] <= 60;rsi(Close,2)[0]data3 <= 60;RSI(Closes[2],2,3)[0] <= 60;talib.RSI(C2,2)[-1] <= 60;
Market 2. RSI;sprd1RSI2Below70;RSI(2)[0] <= 70;rsi(Close,2)[0]data3 <= 70;RSI(Closes[2],2,3)[0] <= 70;talib.RSI(C2,2)[-1] <= 70;
Market 2. RSI;sprd1RSI2Below80;RSI(2)[0] <= 80;rsi(Close,2)[0]data3 <= 80;RSI(Closes[2],2,3)[0] <= 80;talib.RSI(C2,2)[-1] <= 80;
Market 2. RSI;sprd1RSI2Below90;RSI(2)[0] <= 90;rsi(Close,2)[0]data3 <= 90;RSI(Closes[2],2,3)[0] <= 90;talib.RSI(C2,2)[-1] <= 90;
Market 2. SMA and EMA;sprd1CloseAboveSMA3;Close[0] > SMA(3)[0];Close2[0] > average(Close,3)[0]data3;Closes[2][0] > SMA(Closes[2],3)[0];C2[-1] > talib.SMA(C2,3)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA5;Close[0] > SMA(5)[0];Close2[0] > average(Close,5)[0]data3;Closes[2][0] > SMA(Closes[2],5)[0];C2[-1] > talib.SMA(C2,5)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA8;Close[0] > SMA(8)[0];Close2[0] > average(Close,8)[0]data3;Closes[2][0] > SMA(Closes[2],8)[0];C2[-1] > talib.SMA(C2,8)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA10;Close[0] > SMA(10)[0];Close2[0] > average(Close,10)[0]data3;Closes[2][0] > SMA(Closes[2],10)[0];C2[-1] > talib.SMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA20;Close[0] > SMA(20)[0];Close2[0] > average(Close,20)[0]data3;Closes[2][0] > SMA(Closes[2],20)[0];C2[-1] > talib.SMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA50;Close[0] > SMA(50)[0];Close2[0] > average(Close,50)[0]data3;Closes[2][0] > SMA(Closes[2],50)[0];C2[-1] > talib.SMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA100;Close[0] > SMA(100)[0];Close2[0] > average(Close,100)[0]data3;Closes[2][0] > SMA(Closes[2],100)[0];C2[-1] > talib.SMA(C2,100)[-1];
Market 2. SMA and EMA;sprd1CloseAboveSMA200;Close[0] > SMA(200)[0];Close2[0] > average(Close,200)[0]data3;Closes[2][0] > SMA(Closes[2],200)[0];C2[-1] > talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA3;Close[0] < SMA(3)[0];Close2[0] < average(Close,3)[0]data3;Closes[2][0] < SMA(Closes[2],3)[0];C2[-1] < talib.SMA(C2,3)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA5;Close[0] < SMA(5)[0];Close2[0] < average(Close,5)[0]data3;Closes[2][0] < SMA(Closes[2],5)[0];C2[-1] < talib.SMA(C2,5)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA8;Close[0] < SMA(8)[0];Close2[0] < average(Close,8)[0]data3;Closes[2][0] < SMA(Closes[2],8)[0];C2[-1] < talib.SMA(C2,8)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA10;Close[0] < SMA(10)[0];Close2[0] < average(Close,10)[0]data3;Closes[2][0] < SMA(Closes[2],10)[0];C2[-1] < talib.SMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA20;Close[0] < SMA(20)[0];Close2[0] < average(Close,20)[0]data3;Closes[2][0] < SMA(Closes[2],20)[0];C2[-1] < talib.SMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA50;Close[0] < SMA(50)[0];Close2[0] < average(Close,50)[0]data3;Closes[2][0] < SMA(Closes[2],50)[0];C2[-1] < talib.SMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA100;Close[0] < SMA(100)[0];Close2[0] < average(Close,100)[0]data3;Closes[2][0] < SMA(Closes[2],100)[0];C2[-1] < talib.SMA(C2,100)[-1];
Market 2. SMA and EMA;sprd1CloseBelowSMA200;Close[0] < SMA(200)[0];Close2[0] < average(Close,200)[0]data3;Closes[2][0] < SMA(Closes[2],200)[0];C2[-1] < talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA3;Close[0] > EMA(3)[0];Close2[0] > xaverage(Close,3)[0]data3;Closes[2][0] > EMA(Closes[2],3)[0];C2[-1] > talib.EMA(C2,3)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA5;Close[0] > EMA(5)[0];Close2[0] > xaverage(Close,5)[0]data3;Closes[2][0] > EMA(Closes[2],5)[0];C2[-1] > talib.EMA(C2,5)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA8;Close[0] > EMA(8)[0];Close2[0] > xaverage(Close,8)[0]data3;Closes[2][0] > EMA(Closes[2],8)[0];C2[-1] > talib.EMA(C2,8)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA10;Close[0] > EMA(10)[0];Close2[0] > xaverage(Close,10)[0]data3;Closes[2][0] > EMA(Closes[2],10)[0];C2[-1] > talib.EMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA20;Close[0] > EMA(20)[0];Close2[0] > xaverage(Close,20)[0]data3;Closes[2][0] > EMA(Closes[2],20)[0];C2[-1] > talib.EMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA50;Close[0] > EMA(50)[0];Close2[0] > xaverage(Close,50)[0]data3;Closes[2][0] > EMA(Closes[2],50)[0];C2[-1] > talib.EMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA100;Close[0] > EMA(100)[0];Close2[0] > xaverage(Close,100)[0]data3;Closes[2][0] > EMA(Closes[2],100)[0];C2[-1] > talib.EMA(C2,100)[-1];
Market 2. SMA and EMA;sprd1CloseAboveEMA200;Close[0] > EMA(200)[0];Close2[0] > xaverage(Close,200)[0]data3;Closes[2][0] > EMA(Closes[2],200)[0];C2[-1] > talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA3;Close[0] < EMA(3)[0];Close2[0] < xaverage(Close,3)[0]data3;Closes[2][0] < EMA(Closes[2],3)[0];C2[-1] < talib.EMA(C2,3)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA5;Close[0] < EMA(5)[0];Close2[0] < xaverage(Close,5)[0]data3;Closes[2][0] < EMA(Closes[2],5)[0];C2[-1] < talib.EMA(C2,5)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA8;Close[0] < EMA(8)[0];Close2[0] < xaverage(Close,8)[0]data3;Closes[2][0] < EMA(Closes[2],8)[0];C2[-1] < talib.EMA(C2,8)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA10;Close[0] < EMA(10)[0];Close2[0] < xaverage(Close,10)[0]data3;Closes[2][0] < EMA(Closes[2],10)[0];C2[-1] < talib.EMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA20;Close[0] < EMA(20)[0];Close2[0] < xaverage(Close,20)[0]data3;Closes[2][0] < EMA(Closes[2],20)[0];C2[-1] < talib.EMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA50;Close[0] < EMA(50)[0];Close2[0] < xaverage(Close,50)[0]data3;Closes[2][0] < EMA(Closes[2],50)[0];C2[-1] < talib.EMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA100;Close[0] < EMA(100)[0];Close2[0] < xaverage(Close,100)[0]data3;Closes[2][0] < EMA(Closes[2],100)[0];C2[-1] < talib.EMA(C2,100)[-1];
Market 2. SMA and EMA;sprd1CloseBelowEMA200;Close[0] < EMA(200)[0];Close2[0] < xaverage(Close,200)[0]data3;Closes[2][0] < EMA(Closes[2],200)[0];C2[-1] < talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1SMA20sma50;SMA(20) > SMA(50);average(Close,20)[0]data3 > average(Close,50)[0]data3;SMA(Closes[2],20)[0] > SMA(Closes[2],20)[0];talib.SMA(C2,20)[-1] > talib.SMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1SMA20sma200;SMA(20) > SMA(200);average(Close,20)[0]data3 > average(Close,200)[0]data3;SMA(Closes[2],20)[0] > SMA(Closes[2],200)[0];talib.SMA(C2,20)[-1] > talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1SMA50sma200;SMA(50) > SMA(200);average(Close,50)[0]data3 > average(Close,200)[0]data3;SMA(Closes[2],50)[0] > SMA(Closes[2],200)[0];talib.SMA(C2,50)[-1] > talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1sma20SMA50;SMA(20) <= SMA(50);average(Close,20)[0]data3 < average(Close,50)[0]data3;SMA(Closes[2],20)[0] > SMA(Closes[2],20)[0];talib.SMA(C2,20)[-1] < talib.SMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1sma20SMA200;SMA(20) <= SMA(200);average(Close,20)[0]data3 < average(Close,200)[0]data3;SMA(Closes[2],20)[0] < SMA(Closes[2],200)[0];talib.SMA(C2,20)[-1] < talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1sma50SMA200;SMA(50) <= SMA(200);average(Close,50)[0]data3 < average(Close,200)[0]data3;SMA(Closes[2],50)[0] < SMA(Closes[2],200)[0];talib.SMA(C2,50)[-1] < talib.SMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1CrossAboveSMA20;Close[0] Crosses Above SMA(20)[0];Close2[0] crosses above average(Close,20)[0]data3;Closes[2][0] > SMA(Closes[2],20)[0] && Closes[2][1] <= SMA(Closes[2],20)[1];C2[-1] > talib.SMA(C2,20)[-1] and C2[-2] <= talib.SMA(C2,20)[-2];
Market 2. SMA and EMA;sprd1CrossAboveSMA50;Close[0] Crosses Above SMA(50)[0];Close2[0] crosses above average(Close,50)[0]data3;Closes[2][0] > SMA(Closes[2],50)[0] && Closes[2][1] <= SMA(Closes[2],50)[1];C2[-1] > talib.SMA(C2,50)[-1] and C2[-2] <= talib.SMA(C2,50)[-2];
Market 2. SMA and EMA;sprd1CrossAboveSMA200;Close[0] Crosses Above SMA(200)[0];Close2[0] crosses above average(Close,200)[0]data3;Closes[2][0] > SMA(Closes[2],200)[0] && Closes[2][1] <= SMA(Closes[2],200)[1];C2[-1] > talib.SMA(C2,200)[-1] and C2[-2] <= talib.SMA(C2,200)[-2];
Market 2. SMA and EMA;sprd1CrossBelowSMA20;Close[0] Crosses Below SMA(20)[0];Close2[0] crosses below average(Close,20)[0]data3;Closes[2][0] < SMA(Closes[2],20)[0] && Closes[2][1] >= SMA(Closes[2],20)[1];C2[-1] < talib.SMA(C2,20)[-1] and C2[-2] >= talib.SMA(C2,20)[-2];
Market 2. SMA and EMA;sprd1CrossBelowSMA50;Close[0] Crosses Below SMA(50)[0];Close2[0] crosses below average(Close,50)[0]data3;Closes[2][0] < SMA(Closes[2],50)[0] && Closes[2][1] >= SMA(Closes[2],50)[1];C2[-1] < talib.SMA(C2,50)[-1] and C2[-2] >= talib.SMA(C2,50)[-2];
Market 2. SMA and EMA;sprd1CrossBelowSMA200;Close[0] Crosses Below SMA(200)[0];Close2[0] crosses below average(Close,200)[0]data3;Closes[2][0] < SMA(Closes[2],200)[0] && Closes[2][1] >= SMA(Closes[2],200)[1];C2[-1] < talib.SMA(C2,200)[-1] and C2[-2] >= talib.SMA(C2,200)[-2];
Market 2. SMA and EMA;sprd1EMA20ema50;EMA(20)[0] > EMA(50)[0];xaverage(Close,20)[0]data3 > xaverage(Close,50)[0]data3;EMA(Closes[2],20)[0] > EMA(Closes[2],20)[0];talib.EMA(C2,20)[-1] > talib.EMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1EMA20ema200;EMA(20)[0] > EMA(200)[0];xaverage(Close,20)[0]data3 > xaverage(Close,200)[0]data3;EMA(Closes[2],20)[0] > EMA(Closes[2],200)[0];talib.EMA(C2,20)[-1] > talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1EMA50ema200;EMA(50)[0] > EMA(200)[0];xaverage(Close,50)[0]data3 > xaverage(Close,200)[0]data3;EMA(Closes[2],50)[0] > EMA(Closes[2],200)[0];talib.EMA(C2,50)[-1] > talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1ema20EMA50;EMA(20)[0] <= EMA(50)[0];xaverage(Close,20)[0]data3 < xaverage(Close,50)[0]data3;EMA(Closes[2],20)[0] > EMA(Closes[2],20)[0];talib.EMA(C2,20)[-1] < talib.EMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1ema20EMA200;EMA(20)[0] <= EMA(200)[0];xaverage(Close,20)[0]data3 < xaverage(Close,200)[0]data3;EMA(Closes[2],20)[0] < EMA(Closes[2],200)[0];talib.EMA(C2,20)[-1] < talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1ema50EMA200;EMA(50)[0] <= EMA(200)[0];xaverage(Close,50)[0]data3 < xaverage(Close,200)[0]data3;EMA(Closes[2],50)[0] < EMA(Closes[2],200)[0];talib.EMA(C2,50)[-1] < talib.EMA(C2,200)[-1];
Market 2. SMA and EMA;sprd1CrossAboveEMA20;Close[0] Crosses Above EMA(20);Close2[0] crosses above xaverage(Close,20)[0]data3;Closes[2][0] > EMA(Closes[2],20)[0] && Closes[2][1] <= EMA(Closes[2],20)[1];C2[-1] > talib.EMA(C2,20)[-1] and C2[-2] <= talib.EMA(C2,20)[-2];
Market 2. SMA and EMA;sprd1CrossAboveEMA50;Close[0] Crosses Above EMA(50);Close2[0] crosses above xaverage(Close,50)[0]data3;Closes[2][0] > EMA(Closes[2],50)[0] && Closes[2][1] <= EMA(Closes[2],50)[1];C2[-1] > talib.EMA(C2,50)[-1] and C2[-2] <= talib.EMA(C2,50)[-2];
Market 2. SMA and EMA;sprd1CrossAboveEMA200;Close[0] Crosses Above EMA(200);Close2[0] crosses above xaverage(Close,200)[0]data3;Closes[2][0] > EMA(Closes[2],200)[0] && Closes[2][1] <= EMA(Closes[2],200)[1];C2[-1] > talib.EMA(C2,200)[-1] and C2[-2] <= talib.EMA(C2,200)[-2];
Market 2. SMA and EMA;sprd1CrossBelowEMA20;Close[0] Crosses Below EMA(20);Close2[0] crosses below xaverage(Close,20)[0]data3;Closes[2][0] < EMA(Closes[2],20)[0] && Closes[2][1] >= EMA(Closes[2],20)[1];C2[-1] < talib.EMA(C2,20)[-1] and C2[-2] >= talib.EMA(C2,20)[-2];
Market 2. SMA and EMA;sprd1CrossBelowEMA50;Close[0] Crosses Below EMA(50);Close2[0] crosses below xaverage(Close,50)[0]data3;Closes[2][0] < EMA(Closes[2],50)[0] && Closes[2][1] >= EMA(Closes[2],50)[1];C2[-1] < talib.EMA(C2,50)[-1] and C2[-2] >= talib.EMA(C2,50)[-2];
Market 2. SMA and EMA;sprd1CrossBelowEMA200;Close[0] Crosses Below EMA(200);Close2[0] crosses below xaverage(Close,200)[0]data3;Closes[2][0] < EMA(Closes[2],200)[0] && Closes[2][1] >= EMA(Closes[2],200)[1];C2[-1] < talib.EMA(C2,200)[-1] and C2[-2] >= talib.EMA(C2,200)[-2];
Market 2. SMA and EMA;sprd1RATIOratio10;RatioClose > RatioSMA(10);Close/Close2 > Average(Close,10)/average(Close,10)[0]data3;Close[0]/Closes[2][0] > SMA(Close,10)[0]/SMA(Closes[1],10)[0];C[-1]/C2[-1] > talib.SMA(C,10)[-1]/talib.SMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1ratioRATIO10;RatioClose < RatioSMA(10);Close/Close2 < Average(Close,10)/average(Close,10)[0]data3;Close[0]/Closes[2][0] > SMA(Close,10)[0]/SMA(Closes[1],10)[0];C[-1]/C2[-1] < talib.SMA(C,10)[-1]/talib.SMA(C2,10)[-1];
Market 2. SMA and EMA;sprd1RATIOratio20;RatioClose > RatioSMA(20);Close/Close2 > Average(Close,20)/average(Close,20)[0]data3;Close[0]/Closes[2][0] > SMA(Close,20)[0]/SMA(Closes[1],20)[0];C[-1]/C2[-1] > talib.SMA(C,20)[-1]/talib.SMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1ratioRATIO20;RatioClose < RatioSMA(20);Close/Close2 < Average(Close,20)/average(Close,20)[0]data3;Close[0]/Closes[2][0] > SMA(Close,20)[0]/SMA(Closes[1],20)[0];C[-1]/C2[-1] < talib.SMA(C,20)[-1]/talib.SMA(C2,20)[-1];
Market 2. SMA and EMA;sprd1RATIOratio50;RatioClose > RatioSMA(50);Close/Close2 > Average(Close,50)/average(Close,50)[0]data3;Close[0]/Closes[2][0] > SMA(Close,50)[0]/SMA(Closes[1],50)[0];C[-1]/C2[-1] > talib.SMA(C,50)[-1]/talib.SMA(C2,50)[-1];
Market 2. SMA and EMA;sprd1ratioRATIO50;RatioClose < RatioSMA(50);Close/Close2 < Average(Close,50)/average(Close,50)[0]data3;Close[0]/Closes[2][0] > SMA(Close,50)[0]/SMA(Closes[1],50)[0];C[-1]/C2[-1] < talib.SMA(C,50)[-1]/talib.SMA(C2,50)[-1];
Market 3. Default;sprd2Cnot0;Close not zero;Close3[0] <> 0;Closes[3][0] != 0;C3[0] != 0;
Market 3. Open;sprd2Oo1;Open[0] > Open[1];Open3[0] > Open3[1];Opens[3][0] > Opens[3][1];O3[-1] > O3[-2];
Market 3. Open;sprd2Oo2;Open[0] > Open[2];Open3[0] > Open3[2];Opens[3][0] > Opens[3][2];O3[-1] > O3[-3];
Market 3. Open;sprd2Oo3;Open[0] > Open[3];Open3[0] > Open3[3];Opens[3][0] > Opens[3][3];O3[-1] > O3[-4];
Market 3. Open;sprd2Oo4;Open[0] > Open[4];Open3[0] > Open3[4];Opens[3][0] > Opens[3][4];O3[-1] > O3[-5];
Market 3. Open;sprd2Oo5;Open[0] > Open[5];Open3[0] > Open3[5];Opens[3][0] > Opens[3][5];O3[-1] > O3[-6];
Market 3. Open;sprd2O1o2;Open[1] > Open[2];Open3[1] > Open3[2];Opens[3][1] > Opens[3][2];O3[-2] > O3[-3];
Market 3. Open;sprd2O1o3;Open[1] > Open[3];Open3[1] > Open3[3];Opens[3][1] > Opens[3][3];O3[-2] > O3[-4];
Market 3. Open;sprd2O1o4;Open[1] > Open[4];Open3[1] > Open3[4];Opens[3][1] > Opens[3][4];O3[-2] > O3[-5];
Market 3. Open;sprd2O1o5;Open[1] > Open[5];Open3[1] > Open3[5];Opens[3][1] > Opens[3][5];O3[-2] > O3[-6];
Market 3. Open;sprd2O2o3;Open[2] > Open[3];Open3[2] > Open3[3];Opens[3][2] > Opens[3][3];O3[-3] > O3[-4];
Market 3. Open;sprd2O2o4;Open[2] > Open[4];Open3[2] > Open3[4];Opens[3][2] > Opens[3][4];O3[-3] > O3[-5];
Market 3. Open;sprd2O2o5;Open[2] > Open[5];Open3[2] > Open3[5];Opens[3][2] > Opens[3][5];O3[-3] > O3[-6];
Market 3. Open;sprd2O3o4;Open[3] > Open[4];Open3[3] > Open3[4];Opens[3][3] > Opens[3][4];O3[-4] > O3[-5];
Market 3. Open;sprd2O3o5;Open[3] > Open[5];Open3[3] > Open3[5];Opens[3][3] > Opens[3][5];O3[-4] > O3[-6];
Market 3. Open;sprd2O4o5;Open[4] > Open[5];Open3[4] > Open3[5];Opens[3][4] > Opens[3][5];O3[-5] > O3[-6];
Market 3. Open;sprd2oO1;Open[0] <= Open[1];Open3[0] <= Open3[1];Opens[3][0] <= Opens[3][1];O3[-1] <= O3[-2];
Market 3. Open;sprd2oO2;Open[0] <= Open[2];Open3[0] <= Open3[2];Opens[3][0] <= Opens[3][2];O3[-1] <= O3[-3];
Market 3. Open;sprd2oO3;Open[0] <= Open[3];Open3[0] <= Open3[3];Opens[3][0] <= Opens[3][3];O3[-1] <= O3[-4];
Market 3. Open;sprd2oO4;Open[0] <= Open[4];Open3[0] <= Open3[4];Opens[3][0] <= Opens[3][4];O3[-1] <= O3[-5];
Market 3. Open;sprd2oO5;Open[0] <= Open[5];Open3[0] <= Open3[5];Opens[3][0] <= Opens[3][5];O3[-1] <= O3[-6];
Market 3. Open;sprd2o1O2;Open[1] <= Open[2];Open3[1] <= Open3[2];Opens[3][1] <= Opens[3][2];O3[-2] <= O3[-3];
Market 3. Open;sprd2o1O3;Open[1] <= Open[3];Open3[1] <= Open3[3];Opens[3][1] <= Opens[3][3];O3[-2] <= O3[-4];
Market 3. Open;sprd2o1O4;Open[1] <= Open[4];Open3[1] <= Open3[4];Opens[3][1] <= Opens[3][4];O3[-2] <= O3[-5];
Market 3. Open;sprd2o1O5;Open[1] <= Open[5];Open3[1] <= Open3[5];Opens[3][1] <= Opens[3][5];O3[-2] <= O3[-6];
Market 3. Open;sprd2o2O3;Open[2] <= Open[3];Open3[2] <= Open3[3];Opens[3][2] <= Opens[3][3];O3[-3] <= O3[-4];
Market 3. Open;sprd2o2O4;Open[2] <= Open[4];Open3[2] <= Open3[4];Opens[3][2] <= Opens[3][4];O3[-3] <= O3[-5];
Market 3. Open;sprd2o2O5;Open[2] <= Open[5];Open3[2] <= Open3[5];Opens[3][2] <= Opens[3][5];O3[-3] <= O3[-6];
Market 3. Open;sprd2o3O4;Open[3] <= Open[4];Open3[3] <= Open3[4];Opens[3][3] <= Opens[3][4];O3[-4] <= O3[-5];
Market 3. Open;sprd2o3O5;Open[3] <= Open[5];Open3[3] <= Open3[5];Opens[3][3] <= Opens[3][5];O3[-4] <= O3[-6];
Market 3. Open;sprd2o4O5;Open[4] <= Open[5];Open3[4] <= Open3[5];Opens[3][4] <= Opens[3][5];O3[-5] <= O3[-6];
Market 3. Open;sprd2Oh1;Open[0] > High[1];Open3[0] > High3[1];Opens[3][0] > Highs[3][1];O3[-1] > H3[-2];
Market 3. Open;sprd2Oh2;Open[0] > High[2];Open3[0] > High3[2];Opens[3][0] > Highs[3][2];O3[-1] > H3[-3];
Market 3. Open;sprd2Oh3;Open[0] > High[3];Open3[0] > High3[3];Opens[3][0] > Highs[3][3];O3[-1] > H3[-4];
Market 3. Open;sprd2Oh4;Open[0] > High[4];Open3[0] > High3[4];Opens[3][0] > Highs[3][4];O3[-1] > H3[-5];
Market 3. Open;sprd2Oh5;Open[0] > High[5];Open3[0] > High3[5];Opens[3][0] > Highs[3][5];O3[-1] > H3[-6];
Market 3. Open;sprd2O1h2;Open[1] > High[2];Open3[1] > High3[2];Opens[3][1] > Highs[3][2];O3[-2] > H3[-3];
Market 3. Open;sprd2O1h3;Open[1] > High[3];Open3[1] > High3[3];Opens[3][1] > Highs[3][3];O3[-2] > H3[-4];
Market 3. Open;sprd2O1h4;Open[1] > High[4];Open3[1] > High3[4];Opens[3][1] > Highs[3][4];O3[-2] > H3[-5];
Market 3. Open;sprd2O1h5;Open[1] > High[5];Open3[1] > High3[5];Opens[3][1] > Highs[3][5];O3[-2] > H3[-6];
Market 3. Open;sprd2O2h3;Open[2] > High[3];Open3[2] > High3[3];Opens[3][2] > Highs[3][3];O3[-3] > H3[-4];
Market 3. Open;sprd2O2h4;Open[2] > High[4];Open3[2] > High3[4];Opens[3][2] > Highs[3][4];O3[-3] > H3[-5];
Market 3. Open;sprd2O2h5;Open[2] > High[5];Open3[2] > High3[5];Opens[3][2] > Highs[3][5];O3[-3] > H3[-6];
Market 3. Open;sprd2O3h4;Open[3] > High[4];Open3[3] > High3[4];Opens[3][3] > Highs[3][4];O3[-4] > H3[-5];
Market 3. Open;sprd2O3h5;Open[3] > High[5];Open3[3] > High3[5];Opens[3][3] > Highs[3][5];O3[-4] > H3[-6];
Market 3. Open;sprd2O4h5;Open[4] > High[5];Open3[4] > High3[5];Opens[3][4] > Highs[3][5];O3[-5] > H3[-6];
Market 3. Open;sprd2oH1;Open[0] <= High[1];Open3[0] <= High3[1];Opens[3][0] <= Highs[3][1];O3[-1] <= H3[-2];
Market 3. Open;sprd2oH2;Open[0] <= High[2];Open3[0] <= High3[2];Opens[3][0] <= Highs[3][2];O3[-1] <= H3[-3];
Market 3. Open;sprd2oH3;Open[0] <= High[3];Open3[0] <= High3[3];Opens[3][0] <= Highs[3][3];O3[-1] <= H3[-4];
Market 3. Open;sprd2oH4;Open[0] <= High[4];Open3[0] <= High3[4];Opens[3][0] <= Highs[3][4];O3[-1] <= H3[-5];
Market 3. Open;sprd2oH5;Open[0] <= High[5];Open3[0] <= High3[5];Opens[3][0] <= Highs[3][5];O3[-1] <= H3[-6];
Market 3. Open;sprd2o1H2;Open[1] <= High[2];Open3[1] <= High3[2];Opens[3][1] <= Highs[3][2];O3[-2] <= H3[-3];
Market 3. Open;sprd2o1H3;Open[1] <= High[3];Open3[1] <= High3[3];Opens[3][1] <= Highs[3][3];O3[-2] <= H3[-4];
Market 3. Open;sprd2o1H4;Open[1] <= High[4];Open3[1] <= High3[4];Opens[3][1] <= Highs[3][4];O3[-2] <= H3[-5];
Market 3. Open;sprd2o1H5;Open[1] <= High[5];Open3[1] <= High3[5];Opens[3][1] <= Highs[3][5];O3[-2] <= H3[-6];
Market 3. Open;sprd2o2H3;Open[2] <= High[3];Open3[2] <= High3[3];Opens[3][2] <= Highs[3][3];O3[-3] <= H3[-4];
Market 3. Open;sprd2o2H4;Open[2] <= High[4];Open3[2] <= High3[4];Opens[3][2] <= Highs[3][4];O3[-3] <= H3[-5];
Market 3. Open;sprd2o2H5;Open[2] <= High[5];Open3[2] <= High3[5];Opens[3][2] <= Highs[3][5];O3[-3] <= H3[-6];
Market 3. Open;sprd2o3H4;Open[3] <= High[4];Open3[3] <= High3[4];Opens[3][3] <= Highs[3][4];O3[-4] <= H3[-5];
Market 3. Open;sprd2o3H5;Open[3] <= High[5];Open3[3] <= High3[5];Opens[3][3] <= Highs[3][5];O3[-4] <= H3[-6];
Market 3. Open;sprd2o4H5;Open[4] <= High[5];Open3[4] <= High3[5];Opens[3][4] <= Highs[3][5];O3[-5] <= H3[-6];
